职位名称,工作地点,工资,工作经验,学历要求,公司名称,公司类型,公司规模,技术需求,标签
声纹算法工程师,厦门·集美区·后溪,16-32k,3-5年,硕士,快商通,计算机软件B轮,100-499人,深度学习算法 语音算法 算法设计 Python C++,人工智能_算法工程师
低速防碰撞紧急制动算法工程师,厦门·湖里区·湖里大道,12-24K,3-5年,硕士,同致电子科技(厦...,汽车零部件已上市,1000-9999人,制动算法 AEB Matlab VS,人工智能_算法工程师
网络工程师,厦门·思明区·文园路,6-10k,3-5年,大专,网达先进,通信/网络设备不需要融资,100-499人,思科 CCNP Cisco HCNP 网络工程师,运维/技术支持_网络工程师
网络工程师,厦门,4-7K,经验不限,大专,安井食品,其他行业已上市,1000-9999人,运维通信资格证书 网络工程师证,运维/技术支持_网络工程师
网络工程师,厦门·思明区·会展中心,12-20K,3-5年,本科,建发集团,工程施工已上市,10000人以上,CCIE证书 CCNP证书 网络工程师证 Linux,运维/技术支持_网络工程师
网络工程师,厦门·思明区·观音山,9-13k,1-3年,本科,瑞达期货股份有限公司,互联网金融已上市,1000-9999人,网络运维 运维 安全运维,运维/技术支持_网络工程师
网络工程师,厦门·集美区·侨英,5-8k,3-5年,大专,姚明织带,服装/纺织/皮革不需要融资,1000-9999人,Windows,运维/技术支持_网络工程师
网络工程师,厦门·思明区·软件园,6-11K,3-5年,本科,美亚柏科,信息安全已上市,1000-9999人,安全运维 网络设备 网络安全 IT服务 IT技术支持,运维/技术支持_网络工程师
网络工程师,厦门·同安区·梧侣,6-7K,1-3年,大专,沛乐迪,分类信息不需要融资,500-999人,网络工程师证,运维/技术支持_网络工程师
网络工程师,厦门·集美区·侨英,5-8k,1-3年,大专,姚明集团,互联网不需要融资,100-499人,Windows 网络 IT 运维 网络管理 数据库,运维/技术支持_网络工程师
无线网络工程师,厦门·湖里区·五缘湾,4-8K,1-3年,大专,厦门三普,计算机硬件不需要融资,0-20人,运维 IT支持 网络,运维/技术支持_网络工程师
网络工程师,厦门·集美区·集美新城,8-12K,1-3年,本科,网宿科技,互联网已上市,1000-9999人,运维通信资格证书 CCNP证书 CCIE证书,运维/技术支持_网络工程师
网络工程师,厦门,13-20K,5-10年,本科,巴根网络,互联网不需要融资,100-499人,运维通信资格证书,运维/技术支持_网络工程师
网络工程师,厦门·湖里区·五缘湾,5-10K,1-3年,本科,悠伴,电子商务不需要融资,20-99人,网络运维 IT技术支持 运维工程师,运维/技术支持_网络工程师
网络工程师,厦门,10-16k,3-5年,本科,星纵信息,通信/网络设备未融资,500-999人,故障处理 Linux,运维/技术支持_网络工程师
网络工程师,厦门,9-14K,3-5年,本科,厦门中盾安信,互联网不需要融资,100-499人,运维通信资格证书 CCNP证书,运维/技术支持_网络工程师
网络工程师,厦门·湖里区·禾山,5-8k,1-3年,大专,信泰思,计算机软件未融资,1000-9999人,网络配置 外设安装,运维/技术支持_网络工程师
网络工程师,厦门·集美区·厦门北站,8-10K,1-3年,学历不限,顺磊集团,建材未融资,1000-9999人,网络运维 运维 安全运维 系统运维 虚拟化运维,运维/技术支持_网络工程师
网络工程师,厦门·思明区·火车站,4-6k,1-3年,大专,厦门冠科科技,计算机软件不需要融资,20-99人,网络工程师证 网络规划设计 TPC/IP,运维/技术支持_网络工程师
网络工程师,厦门·思明区·软件园,6-9K,1-3年,大专,世纪伟业,通信/网络设备不需要融资,20-99人,运维通信资格证书 CCNP证书 CCIE证书 网络设备,运维/技术支持_网络工程师
网络工程师,厦门·集美区·集美万达广场,9-12K,1-3年,大专,四川准达,通信/网络设备未融资,1000-9999人,交换机配置 路由器配置 CCIE证书 CCNA证书,运维/技术支持_网络工程师
网络工程师,厦门·同安区·梧侣,7-12K,1-3年,大专,冠音泰,电子/半导体/集成电路未融资,1000-9999人,C/C++,运维/技术支持_网络工程师
网络工程师,厦门·湖里区·五缘湾,4-8K,经验不限,本科,衣匠,服装/纺织/皮革不需要融资,20-99人,网络设备 网络安全 Java 运维通信资格证书,运维/技术支持_网络工程师
网络工程师,厦门,13-20k,经验不限,本科,象屿科技,企业服务不需要融资,100-499人,网络设备 CCIE证书 网络工程师证 IDC维护,运维/技术支持_网络工程师
机房网络工程师,厦门·思明区·软件园,5-8K,1-3年,大专,厦门柏事特,工程施工不需要融资,100-499人,网络运维 网络交换技术 网络协议 服务器配置,运维/技术支持_网络工程师
IT网络工程师,厦门·同安区·洪塘,9-15k,3-5年,本科,厦门海辰新能源科技,原材料及加工/模具A轮,1000-9999人,Windows 网络工程师证 Linux SQL Server,运维/技术支持_网络工程师
高级网络工程师,厦门,6-10K,经验不限,学历不限,台和电子,电子/半导体/集成电路,1000-9999人,网络规划设计,运维/技术支持_网络工程师
网络工程师,厦门·湖里区·马垅,5-7k,1-3年,大专,信泰思,计算机软件未融资,1000-9999人,故障处理,运维/技术支持_网络工程师
网络工程师,厦门·湖里区·塘边,9-14K,1-3年,本科,厦门中盾安信,互联网不需要融资,100-499人,运维通信资格证书 CCNP证书 网络设备,运维/技术支持_网络工程师
网络工程师,厦门·思明区·会展中心,15-25K,3-5年,本科,万里目成长,培训机构天使轮,1000-9999人,CCIE证书 Linux 交换机配置 故障处理,运维/技术支持_网络工程师
售前网络工程师,厦门·思明区·软件园,8-12K,1-3年,本科,世纪伟业,通信/网络设备不需要融资,20-99人,运维通信资格证书 CCNA证书 CCNP证书 CCIE证书,运维/技术支持_网络工程师
服务器网络工程师,厦门,8-13K,经验不限,大专,顺磊集团,建材未融资,1000-9999人,CCNP证书 CCIE证书 Linux 网络设备 负载均衡,运维/技术支持_网络工程师
高级网络工程师,厦门·思明区·前埔,16-27k,1-3年,本科,创普云,计算机软件未融资,20-99人,运维通信资格证书 CCNP证书 路由器配置 vlan,运维/技术支持_网络工程师
高级网络工程师,厦门·湖里区·枋湖,20-40k,10年以上,学历不限,厦门市湖里区李敏...,食品/饮料/烟酒,0-20人,运维通信资格证书 CCIE证书,运维/技术支持_网络工程师
网络工程师,厦门·湖里区·五缘湾,5-8k,3-5年,学历不限,金岳慧创,仪器仪表/工业自动化未融资,20-99人,网络运维 安全运维 网络设备 网络安全,运维/技术支持_网络工程师
网络工程师,厦门·湖里区·塘边,8-14k,3-5年,本科,中联宏裕,计算机硬件,0-20人,网络工程师证 交换机配置 网络自动化 IDC维护,运维/技术支持_网络工程师
网络工程师,厦门,7-11k,1-3年,本科,泛德,通信/网络设备未融资,100-499人,CCNP证书 网络工程师证 数通 h3cse 网络排错,运维/技术支持_网络工程师
网络工程师,厦门,6-10k,1-3年,大专,厦门拓羽,运营商/增值服务,0-20人,CCIE证书 运维通信资格证书 网络工程师证,运维/技术支持_网络工程师
网络工程师,厦门·思明区·莲花,8-12K,5-10年,本科,汇通集团,互联网金融未融资,20-99人,运维工程师 网络运维,运维/技术支持_网络工程师
网络工程师,厦门·湖里区·高崎,5-6K,3-5年,本科,海尚方舟,批发/零售,0-20人,系统管理员 安全 运维,运维/技术支持_网络工程师
网络工程师,厦门,8-13K,3-5年,本科,巴根网络,互联网不需要融资,100-499人,TCP/IP OSPF WLAN VPN,运维/技术支持_网络工程师
网络工程师,厦门·翔安区·马巷,6-8K,1-3年,大专,州巧科技,机械设备/机电/重工,100-499人,Windows,运维/技术支持_网络工程师
网络工程师,厦门·思明区·斗西路,8-12K,1-3年,大专,安腾科技,计算机硬件,0-20人,CCNP证书 CCIE证书 CCNA证书 网络安全,运维/技术支持_网络工程师
IT网络工程师,厦门·思明区·会展中心,15-25K,3-5年,本科,万里目成长,培训机构天使轮,1000-9999人,运维通信资格证书 CCIE证书 Linux,运维/技术支持_网络工程师
高级网络工程师,厦门·思明区·前埔,16-27k,3-5年,本科,创普云,计算机软件未融资,20-99人,运维通信资格证书 CCNP证书 网络设备 路由器配置,运维/技术支持_网络工程师
售后网络工程师,厦门·思明区·斗西路,6-8K,1-3年,大专,天闻全优教育,培训机构,20-99人,PostgreSQL Linux SaaS,运维/技术支持_网络工程师
IT网络工程师,厦门,6-8K,3-5年,大专,任和,机械设备/机电/重工,100-499人,IT服务,运维/技术支持_网络工程师
网络工程师,厦门·思明区·火车站,5-8K,经验不限,本科,易硕信息,信息安全未融资,20-99人,网络运维 网络设备 项目实施 网络安全,运维/技术支持_网络工程师
网络工程师,厦门·思明区·软件园,3-5K,1-3年,大专,光联科技,通信/网络设备B轮,100-499人,信息安全 系统运维 网络安全,运维/技术支持_网络工程师
网络工程师助理,厦门·湖里区·五缘湾,4-6k,经验不限,本科,金岳慧创,仪器仪表/工业自动化未融资,20-99人,网络运维 安全运维 运维工程师 网络工程师证,运维/技术支持_网络工程师
网络工程师,厦门·翔安区·马巷,5-7k,1-3年,大专,丰万达,数据服务未融资,0-20人,Linux Windows 交换机配置 故障处理 路由器配置,运维/技术支持_网络工程师
中级网络工程师,厦门,8-13K,3-5年,本科,巴根网络,互联网不需要融资,100-499人,网络规划设计 网络自动化 故障处理 路由器配置,运维/技术支持_网络工程师
网络工程师,厦门·集美区·集美新城,4-7K,经验不限,大专,北信网络,计算机硬件,0-20人,交换机配置 故障处理 路由器配置,运维/技术支持_网络工程师
无线网络工程师,厦门·思明区·斗西路,11-17k,1-3年,本科,安腾科技,计算机硬件,0-20人,CCIE证书 RHCSA 交换机配置 故障处理,运维/技术支持_网络工程师
网络工程师,厦门·思明区·前埔,13-19k,1-3年,本科,创普云,计算机软件未融资,20-99人,运维通信资格证书 CCNP证书 网络工程师证 Linux,运维/技术支持_网络工程师
网络工程师,厦门·思明区·斗西路,10-15K,1-3年,大专,金科,计算机服务不需要融资,100-499人,网络运维 安全运维 IT技术支持 智能硬件 IT服务,运维/技术支持_网络工程师
网络工程师,厦门·思明区·软件园,7-12K,1-3年,大专,科讯达,通信/网络设备,0-20人,安全运维 网络运维 负载均衡技术,运维/技术支持_网络工程师
自动化测试,厦门·翔安区·马巷,10-14K,1-3年,大专,QuEST Global,计算机软件,10000人以上,C# javascript API,测试_自动化测试
自动化测试（管理岗位）,厦门·思明区·观音山,16-26k,5-10年,大专,职行力,互联网B轮,100-499人,自动化测试 测试工程师 接口测试,测试_自动化测试
测试工程师——电信外包项目，稳定双休,厦门·思明区·软件园,8-13K,1-3年,本科,神州信息,计算机软件已上市,10000人以上,软件测试 自动化测试 接口测试 安全测试,测试_自动化测试
高级测试工程师,厦门·思明区·软件园,9-15k,3-5年,本科,四方小仓,计算机软件,20-99人,测试 测试工程师 软件测试 自动化测试 性能测试,测试_自动化测试
高级测试工程师,厦门,10-15K,3-5年,本科,硕橙（厦门）科技...,企业服务B轮,20-99人,测试 测试工程师 自动化测试,测试_自动化测试
高级测试工程师,厦门·思明区·斗西路,15-21K,5-10年,本科,巴根网络,互联网不需要融资,100-499人,自动化测试 白盒测试 接口自动化测试,测试_自动化测试
测试组长,厦门·思明区·软件园,8-12K,3-5年,大专,美契科技,计算机软件不需要融资,20-99人,软件测试 自动化测试 性能测试 接口测试,测试_自动化测试
高级测试工程师,厦门·思明区·火车站,11-17k,5-10年,本科,指纹科技,电子商务未融资,500-999人,软件测试 自动化测试 性能测试 web端测试,测试_自动化测试
高级测试工程师（自动化方向）,厦门·思明区·观音山,17-23k,3-5年,大专,职行力,互联网B轮,100-499人,自动化测试 测试工程师 接口测试 Python Java,测试_自动化测试
初级测试工程师,厦门·思明区·白鹭洲公园,8-10k,1-3年,大专,盛迅信息,计算机软件已上市,100-499人,系统测试 软件测试 自动化测试 性能测试,测试_自动化测试
测试工程师(远程面试 有餐补),厦门·海沧区·未来海岸,10-15K,3-5年,大专,法本,计算机软件已上市,10000人以上,自动化测试 Jmeter,测试_自动化测试
EMC测试主管,厦门·湖里区·高崎,8-10K,3-5年,本科,科湖摩尔实验室,检测/认证不需要融资,20-99人,硬件测试 手机测试 自动化测试,测试_自动化测试
中级测试工程师,厦门·思明区·软件园,8-14k,3-5年,本科,威尔软件,计算机软件不需要融资,100-499人,自动化测试 性能测试 接口测试 安全测试 SQL,测试_自动化测试
中级测试工程师,厦门·思明区·斗西路,10-15K,3-5年,本科,巴根网络,互联网不需要融资,100-499人,自动化测试 接口测试 Postman Charles Jmeter,测试_自动化测试
算法测试工程师,厦门·集美区·杏林,15-25K,3-5年,本科,快商通,计算机软件B轮,100-499人,测试工程师 自动化测试 白盒测试 黑盒测试,测试_自动化测试
中级测试工程师,厦门,10-15K,3-5年,本科,巴根网络,互联网不需要融资,100-499人,自动化测试 接口测试 APP测试 Postman Charles,测试_自动化测试
